Sexo,Municipios,Periodo,Total
Total,46071 Bicorp,2018,524
Total,46071 Bicorp,2017,526
Total,46071 Bicorp,2016,527
Total,46072 Bocairent,2025,4.130
Total,46072 Bocairent,2024,4.148
Total,46072 Bocairent,2023,4.115
Total,46072 Bocairent,2022,4.123
Total,46072 Bocairent,2021,4.101
Total,46072 Bocairent,2020,4.142
Total,46072 Bocairent,2019,4.195
Total,46072 Bocairent,2018,4.214
Total,46072 Bocairent,2017,4.271
Total,46072 Bocairent,2016,4.288
Total,46073 Bolbaite,2025,1.320
Total,46073 Bolbaite,2024,1.333
Total,46073 Bolbaite,2023,1.334
Total,46073 Bolbaite,2022,1.338
Total,46073 Bolbaite,2021,1.336
Total,46073 Bolbaite,2020,1.324
Total,46073 Bolbaite,2019,1.356
Total,46073 Bolbaite,2018,1.347
Total,46073 Bolbaite,2017,1.362
Total,46073 Bolbaite,2016,1.369
Total,46074 Bonrepòs i Mirambell,2025,4.115
Total,46074 Bonrepòs i Mirambell,2024,4.048
Total,46074 Bonrepòs i Mirambell,2023,3.907
Total,46074 Bonrepòs i Mirambell,2022,3.831
Total,46074 Bonrepòs i Mirambell,2021,3.780
Total,46074 Bonrepòs i Mirambell,2020,3.738
Total,46074 Bonrepòs i Mirambell,2019,3.691
Total,46074 Bonrepòs i Mirambell,2018,3.645
Total,46074 Bonrepòs i Mirambell,2017,3.629
Total,46074 Bonrepòs i Mirambell,2016,3.614
Total,46075 Bufali,2025,162
Total,46075 Bufali,2024,154
Total,46075 Bufali,2023,156
Total,46075 Bufali,2022,156
Total,46075 Bufali,2021,163
Total,46075 Bufali,2020,156
Total,46075 Bufali,2019,161
Total,46075 Bufali,2018,159
Total,46075 Bufali,2017,163
Total,46075 Bufali,2016,168
Total,46076 Bugarra,2025,774
Total,46076 Bugarra,2024,781
Total,46076 Bugarra,2023,783
Total,46076 Bugarra,2022,747
Total,46076 Bugarra,2021,728
Total,46076 Bugarra,2020,739
Total,46076 Bugarra,2019,727
Total,46076 Bugarra,2018,715
Total,46076 Bugarra,2017,711
Total,46076 Bugarra,2016,728
Total,46077 Buñol,2025,9.858
Total,46077 Buñol,2024,9.765
Total,46077 Buñol,2023,9.579
Total,46077 Buñol,2022,9.503
Total,46077 Buñol,2021,9.438
Total,46077 Buñol,2020,9.498
Total,46077 Buñol,2019,9.408
Total,46077 Buñol,2018,9.517
Total,46077 Buñol,2017,9.596
Total,46077 Buñol,2016,9.618
Total,46078 Burjassot,2025,41.299
Total,46078 Burjassot,2024,40.634
Total,46078 Burjassot,2023,39.702
Total,46078 Burjassot,2022,38.880
Total,46078 Burjassot,2021,38.712
Total,46078 Burjassot,2020,38.632
Total,46078 Burjassot,2019,38.024
Total,46078 Burjassot,2018,37.584
Total,46078 Burjassot,2017,37.575
Total,46078 Burjassot,2016,37.324
Total,46079 Calles,2025,465
Total,46079 Calles,2024,447
Total,46079 Calles,2023,431
Total,46079 Calles,2022,374
Total,46079 Calles,2021,368
Total,46079 Calles,2020,355
Total,46079 Calles,2019,355
Total,46079 Calles,2018,342
Total,46079 Calles,2017,345
Total,46079 Calles,2016,364
Total,46080 Camporrobles,2025,1.183
Total,46080 Camporrobles,2024,1.188
Total,46080 Camporrobles,2023,1.189
Total,46080 Camporrobles,2022,1.196
Total,46080 Camporrobles,2021,1.204
Total,46080 Camporrobles,2020,1.198
Total,46080 Camporrobles,2019,1.191
Total,46080 Camporrobles,2018,1.195
Total,46080 Camporrobles,2017,1.217
Total,46080 Camporrobles,2016,1.255
Total,46081 Canals,2025,13.746
Total,46081 Canals,2024,13.415
Total,46081 Canals,2023,13.162
Total,46081 Canals,2022,13.187
Total,46081 Canals,2021,13.257
Total,46081 Canals,2020,13.516
Total,46081 Canals,2019,13.587
Total,46081 Canals,2018,13.588
Total,46081 Canals,2017,13.631
Total,46081 Canals,2016,13.775
Total,46082 Canet d'En Berenguer,2025,8.297
Total,46082 Canet d'En Berenguer,2024,7.771
Total,46082 Canet d'En Berenguer,2023,7.265
Total,46082 Canet d'En Berenguer,2022,6.942
Total,46082 Canet d'En Berenguer,2021,6.812
Total,46082 Canet d'En Berenguer,2020,6.765
Total,46082 Canet d'En Berenguer,2019,6.697
Total,46082 Canet d'En Berenguer,2018,6.575
Total,46082 Canet d'En Berenguer,2017,6.473
Total,46082 Canet d'En Berenguer,2016,6.513
Total,46083 Carcaixent,2025,21.934
Total,46083 Carcaixent,2024,21.317
Total,46083 Carcaixent,2023,20.777
Total,46083 Carcaixent,2022,20.498
Total,46083 Carcaixent,2021,20.494
Total,46083 Carcaixent,2020,20.436
Total,46083 Carcaixent,2019,20.358
Total,46083 Carcaixent,2018,20.424
Total,46083 Carcaixent,2017,20.483
Total,46083 Carcaixent,2016,20.520
Total,46084 Càrcer,2025,1.795
Total,46084 Càrcer,2024,1.806
Total,46084 Càrcer,2023,1.826
Total,46084 Càrcer,2022,1.808
Total,46084 Càrcer,2021,1.822
Total,46084 Càrcer,2020,1.827
Total,46084 Càrcer,2019,1.862
Total,46084 Càrcer,2018,1.876
Total,46084 Càrcer,2017,1.923
Total,46084 Càrcer,2016,1.949
Total,46085 Carlet,2025,16.857
Total,46085 Carlet,2024,16.428
Total,46085 Carlet,2023,16.141
Total,46085 Carlet,2022,15.945
Total,46085 Carlet,2021,15.851
Total,46085 Carlet,2020,15.740
Total,46085 Carlet,2019,15.598
Total,46085 Carlet,2018,15.514
Total,46085 Carlet,2017,15.446
Total,46085 Carlet,2016,15.384
Total,46086 Carrícola,2025,97
Total,46086 Carrícola,2024,99
Total,46086 Carrícola,2023,102
Total,46086 Carrícola,2022,99
Total,46086 Carrícola,2021,102
Total,46086 Carrícola,2020,99
Total,46086 Carrícola,2019,94
Total,46086 Carrícola,2018,93
Total,46086 Carrícola,2017,95
Total,46086 Carrícola,2016,95
Total,46087 Casas Altas,2025,118
Total,46087 Casas Altas,2024,139
Total,46087 Casas Altas,2023,146
Total,46087 Casas Altas,2022,132
Total,46087 Casas Altas,2021,132
Total,46087 Casas Altas,2020,131
Total,46087 Casas Altas,2019,131
Total,46087 Casas Altas,2018,136
Total,46087 Casas Altas,2017,139
Total,46087 Casas Altas,2016,148
Total,46088 Casas Bajas,2025,158
Total,46088 Casas Bajas,2024,167
Total,46088 Casas Bajas,2023,173
Total,46088 Casas Bajas,2022,171
Total,46088 Casas Bajas,2021,164
Total,46088 Casas Bajas,2020,163
Total,46088 Casas Bajas,2019,164
Total,46088 Casas Bajas,2018,172
Total,46088 Casas Bajas,2017,172
Total,46088 Casas Bajas,2016,179
Total,46089 Casinos,2025,3.153
Total,46089 Casinos,2024,3.113
Total,46089 Casinos,2023,3.091
Total,46089 Casinos,2022,2.994
Total,46089 Casinos,2021,2.881
Total,46089 Casinos,2020,2.780
Total,46089 Casinos,2019,2.777
Total,46089 Casinos,2018,2.773
Total,46089 Casinos,2017,2.759
Total,46089 Casinos,2016,2.783
Total,46257 Castelló,2025,6.972
Total,46257 Castelló,2024,6.897
Total,46257 Castelló,2023,6.891
Total,46257 Castelló,2022,6.932
Total,46257 Castelló,2021,6.996
Total,46257 Castelló,2020,7.054
Total,46257 Castelló,2019,7.049
Total,46257 Castelló,2018,7.095
Total,46257 Castelló,2017,7.209
Total,46257 Castelló,2016,7.266
Total,46090 Castelló de Rugat,2025,2.345
Total,46090 Castelló de Rugat,2024,2.352
Total,46090 Castelló de Rugat,2023,2.322
Total,46090 Castelló de Rugat,2022,2.315
Total,46090 Castelló de Rugat,2021,2.316
Total,46090 Castelló de Rugat,2020,2.298
Total,46090 Castelló de Rugat,2019,2.274
Total,46090 Castelló de Rugat,2018,2.275
Total,46090 Castelló de Rugat,2017,2.278
Total,46090 Castelló de Rugat,2016,2.277
Total,46091 Castellonet de la Conquesta,2025,159
Total,46091 Castellonet de la Conquesta,2024,144
Total,46091 Castellonet de la Conquesta,2023,149
Total,46091 Castellonet de la Conquesta,2022,137
Total,46091 Castellonet de la Conquesta,2021,139
Total,46091 Castellonet de la Conquesta,2020,141
Total,46091 Castellonet de la Conquesta,2019,147
Total,46091 Castellonet de la Conquesta,2018,145
Total,46091 Castellonet de la Conquesta,2017,138
Total,46091 Castellonet de la Conquesta,2016,141
Total,46092 Castielfabib,2025,284
Total,46092 Castielfabib,2024,287
Total,46092 Castielfabib,2023,297
Total,46092 Castielfabib,2022,291
Total,46092 Castielfabib,2021,299
Total,46092 Castielfabib,2020,308
Total,46092 Castielfabib,2019,317
Total,46092 Castielfabib,2018,306
Total,46092 Castielfabib,2017,311
Total,46092 Castielfabib,2016,330
Total,46093 Catadau,2025,3.005
Total,46093 Catadau,2024,2.967
Total,46093 Catadau,2023,2.939
Total,46093 Catadau,2022,2.862
Total,46093 Catadau,2021,2.846
Total,46093 Catadau,2020,2.804
Total,46093 Catadau,2019,2.777
Total,46093 Catadau,2018,2.830
Total,46093 Catadau,2017,2.773
Total,46093 Catadau,2016,2.737
Total,46094 Catarroja,2025,30.604
Total,46094 Catarroja,2024,30.142
Total,46094 Catarroja,2023,29.316
Total,46094 Catarroja,2022,28.679
Total,46094 Catarroja,2021,28.509
Total,46094 Catarroja,2020,28.608
Total,46094 Catarroja,2019,28.120
Total,46094 Catarroja,2018,27.827
Total,46094 Catarroja,2017,27.752
Total,46094 Catarroja,2016,27.728
Total,46095 Caudete de las Fuentes,2025,725
Total,46095 Caudete de las Fuentes,2024,720
Total,46095 Caudete de las Fuentes,2023,693
Total,46095 Caudete de las Fuentes,2022,701
Total,46095 Caudete de las Fuentes,2021,701
Total,46095 Caudete de las Fuentes,2020,711
Total,46095 Caudete de las Fuentes,2019,700
Total,46095 Caudete de las Fuentes,2018,696
Total,46095 Caudete de las Fuentes,2017,706
Total,46095 Caudete de las Fuentes,2016,743
Total,46096 Cerdà,2025,370
Total,46096 Cerdà,2024,367
Total,46096 Cerdà,2023,360
Total,46096 Cerdà,2022,351
Total,46096 Cerdà,2021,345
Total,46096 Cerdà,2020,331
Total,46096 Cerdà,2019,331
Total,46096 Cerdà,2018,334
Total,46096 Cerdà,2017,341
Total,46096 Cerdà,2016,363
Total,46107 Chella,2025,2.452
Total,46107 Chella,2024,2.439
Total,46107 Chella,2023,2.445
Total,46107 Chella,2022,2.434
Total,46107 Chella,2021,2.437
Total,46107 Chella,2020,2.472
Total,46107 Chella,2019,2.435
Total,46107 Chella,2018,2.469
Total,46107 Chella,2017,2.513
Total,46107 Chella,2016,2.530
Total,46106 Chelva,2025,1.863
Total,46106 Chelva,2024,1.677
Total,46106 Chelva,2023,1.645
Total,46106 Chelva,2022,1.597
Total,46106 Chelva,2021,1.583
Total,46106 Chelva,2020,1.531
Total,46106 Chelva,2019,1.489
Total,46106 Chelva,2018,1.498
Total,46106 Chelva,2017,1.516
Total,46106 Chelva,2016,1.466
Total,46108 Chera,2025,508
Total,46108 Chera,2024,491
Total,46108 Chera,2023,483
Total,46108 Chera,2022,492
Total,46108 Chera,2021,490
Total,46108 Chera,2020,469
Total,46108 Chera,2019,474
Total,46108 Chera,2018,494
Total,46108 Chera,2017,484
Total,46108 Chera,2016,510
Total,46109 Cheste,2025,8.951
Total,46109 Cheste,2024,9.022
Total,46109 Cheste,2023,8.962
Total,46109 Cheste,2022,8.971
Total,46109 Cheste,2021,8.871
Total,46109 Cheste,2020,8.735
Total,46109 Cheste,2019,8.494
Total,46109 Cheste,2018,8.319
Total,46109 Cheste,2017,8.372
Total,46109 Cheste,2016,8.471
Total,46111 Chiva,2025,17.951
Total,46111 Chiva,2024,17.245
Total,46111 Chiva,2023,16.750
Total,46111 Chiva,2022,16.285
Total,46111 Chiva,2021,15.769
Total,46111 Chiva,2020,15.414
Total,46111 Chiva,2019,15.123
Total,46111 Chiva,2018,14.941
Total,46111 Chiva,2017,14.867
Total,46111 Chiva,2016,14.758
Total,46112 Chulilla,2025,710
Total,46112 Chulilla,2024,677
Total,46112 Chulilla,2023,687
Total,46112 Chulilla,2022,692
Total,46112 Chulilla,2021,700
Total,46112 Chulilla,2020,662
Total,46112 Chulilla,2019,665
Total,46112 Chulilla,2018,615
Total,46112 Chulilla,2017,628
Total,46112 Chulilla,2016,632
Total,46097 Cofrentes,2025,1.113
Total,46097 Cofrentes,2024,1.123
Total,46097 Cofrentes,2023,1.130
Total,46097 Cofrentes,2022,1.112
Total,46097 Cofrentes,2021,1.122
Total,46097 Cofrentes,2020,1.123
Total,46097 Cofrentes,2019,1.130
Total,46097 Cofrentes,2018,1.125
Total,46097 Cofrentes,2017,1.104
Total,46097 Cofrentes,2016,1.114
Total,46098 Corbera,2025,3.266
Total,46098 Corbera,2024,3.173
Total,46098 Corbera,2023,3.118
Total,46098 Corbera,2022,3.097
Total,46098 Corbera,2021,3.088
Total,46098 Corbera,2020,3.088
Total,46098 Corbera,2019,3.100
Total,46098 Corbera,2018,3.160
Total,46098 Corbera,2017,3.190
Total,46098 Corbera,2016,3.207
Total,46099 Cortes de Pallás,2025,727
Total,46099 Cortes de Pallás,2024,758
Total,46099 Cortes de Pallás,2023,753
Total,46099 Cortes de Pallás,2022,733
Total,46099 Cortes de Pallás,2021,758
Total,46099 Cortes de Pallás,2020,771
Total,46099 Cortes de Pallás,2019,814
Total,46099 Cortes de Pallás,2018,818
Total,46099 Cortes de Pallás,2017,876
Total,46099 Cortes de Pallás,2016,968
Total,46100 Cotes,2025,314
Total,46100 Cotes,2024,311
Total,46100 Cotes,2023,314
Total,46100 Cotes,2022,323
Total,46100 Cotes,2021,326
Total,46100 Cotes,2020,333
Total,46100 Cotes,2019,333
Total,46100 Cotes,2018,332
Total,46100 Cotes,2017,336
Total,46100 Cotes,2016,354
Total,46105 Cullera,2025,24.702
Total,46105 Cullera,2024,24.181
Total,46105 Cullera,2023,23.753
Total,46105 Cullera,2022,22.937
Total,46105 Cullera,2021,22.708
Total,46105 Cullera,2020,22.521
Total,46105 Cullera,2019,22.145
Total,46105 Cullera,2018,21.918
Total,46105 Cullera,2017,21.999
Total,46105 Cullera,2016,22.139
Total,46113 Daimús,2025,3.524
Total,46113 Daimús,2024,3.419
Total,46113 Daimús,2023,3.348
Total,46113 Daimús,2022,3.274
Total,46113 Daimús,2021,3.277
Total,46113 Daimús,2020,3.196
Total,46113 Daimús,2019,3.117
Total,46113 Daimús,2018,3.128
Total,46113 Daimús,2017,3.018
Total,46113 Daimús,2016,3.058
Total,46114 Domeño,2025,723
Total,46114 Domeño,2024,691
Total,46114 Domeño,2023,684
Total,46114 Domeño,2022,656
Total,46114 Domeño,2021,670
Total,46114 Domeño,2020,673
Total,46114 Domeño,2019,708
Total,46114 Domeño,2018,704
Total,46114 Domeño,2017,689
Total,46114 Domeño,2016,686
Total,46115 Dos Aguas,2025,340
Total,46115 Dos Aguas,2024,338
Total,46115 Dos Aguas,2023,340
Total,46115 Dos Aguas,2022,325
Total,46115 Dos Aguas,2021,312
Total,46115 Dos Aguas,2020,327
Total,46115 Dos Aguas,2019,376
Total,46115 Dos Aguas,2018,355
Total,46115 Dos Aguas,2017,379
Total,46115 Dos Aguas,2016,394
Total,"46116 Eliana, l'",2025,19.839
Total,"46116 Eliana, l'",2024,19.597
Total,"46116 Eliana, l'",2023,19.054
Total,"46116 Eliana, l'",2022,18.544
Total,"46116 Eliana, l'",2021,18.302
Total,"46116 Eliana, l'",2020,18.362
Total,"46116 Eliana, l'",2019,18.235
Total,"46116 Eliana, l'",2018,18.050
Total,"46116 Eliana, l'",2017,17.760
Total,"46116 Eliana, l'",2016,17.591
Total,46117 Emperador,2025,700
Total,46117 Emperador,2024,693
Total,46117 Emperador,2023,717
Total,46117 Emperador,2022,705
Total,46117 Emperador,2021,698
Total,46117 Emperador,2020,688
Total,46117 Emperador,2019,687
Total,46117 Emperador,2018,692
Total,46117 Emperador,2017,707
Total,46117 Emperador,2016,676
Total,46118 Enguera,2025,4.807
Total,46118 Enguera,2024,4.769
Total,46118 Enguera,2023,4.781
Total,46118 Enguera,2022,4.770
Total,46118 Enguera,2021,4.779
Total,46118 Enguera,2020,4.777
Total,46118 Enguera,2019,4.752
Total,46118 Enguera,2018,4.800
Total,46118 Enguera,2017,4.926
Total,46118 Enguera,2016,5.027
Total,"46119 Énova, l'",2025,952
Total,"46119 Énova, l'",2024,924
Total,"46119 Énova, l'",2023,914
Total,"46119 Énova, l'",2022,908
Total,"46119 Énova, l'",2021,912
Total,"46119 Énova, l'",2020,902
Total,"46119 Énova, l'",2019,887
Total,"46119 Énova, l'",2018,903
Total,"46119 Énova, l'",2017,919
Total,"46119 Énova, l'",2016,936
Total,46120 Estivella,2025,1.710
Total,46120 Estivella,2024,1.631
Total,46120 Estivella,2023,1.598
Total,46120 Estivella,2022,1.559
Total,46120 Estivella,2021,1.491
Total,46120 Estivella,2020,1.441
Total,46120 Estivella,2019,1.456
Total,46120 Estivella,2018,1.432
Total,46120 Estivella,2017,1.416
Total,46120 Estivella,2016,1.374
Total,46121 Estubeny,2025,110
Total,46121 Estubeny,2024,109
Total,46121 Estubeny,2023,114
Total,46121 Estubeny,2022,109
Total,46121 Estubeny,2021,114
Total,46121 Estubeny,2020,125
Total,46121 Estubeny,2019,121
Total,46121 Estubeny,2018,122
Total,46121 Estubeny,2017,119
Total,46121 Estubeny,2016,118
Total,46122 Faura,2025,3.753
Total,46122 Faura,2024,3.671
Total,46122 Faura,2023,3.619
Total,46122 Faura,2022,3.568
Total,46122 Faura,2021,3.563
Total,46122 Faura,2020,3.553
Total,46122 Faura,2019,3.538
Total,46122 Faura,2018,3.547
Total,46122 Faura,2017,3.503
Total,46122 Faura,2016,3.493
Total,46123 Favara,2025,2.776
Total,46123 Favara,2024,2.701
Total,46123 Favara,2023,2.664
Total,46123 Favara,2022,2.578
Total,46123 Favara,2021,2.563
Total,46123 Favara,2020,2.504
Total,46123 Favara,2019,2.518
Total,46123 Favara,2018,2.490
Total,46123 Favara,2017,2.473
Total,46123 Favara,2016,2.467
Total,46126 Foios,2025,7.995
Total,46126 Foios,2024,7.761
Total,46126 Foios,2023,7.641
Total,46126 Foios,2022,7.496
Total,46126 Foios,2021,7.502
Total,46126 Foios,2020,7.452
Total,46126 Foios,2019,7.367
Total,46126 Foios,2018,7.342
Total,46126 Foios,2017,7.234
Total,46126 Foios,2016,7.208
Total,"46128 Font de la Figuera, la",2025,2.022
Total,"46128 Font de la Figuera, la",2024,2.043
Total,"46128 Font de la Figuera, la",2023,2.031
Total,"46128 Font de la Figuera, la",2022,2.024
Total,"46128 Font de la Figuera, la",2021,2.025
Total,"46128 Font de la Figuera, la",2020,2.027
Total,"46128 Font de la Figuera, la",2019,2.038
Total,"46128 Font de la Figuera, la",2018,2.038
Total,"46128 Font de la Figuera, la",2017,2.067
Total,"46128 Font de la Figuera, la",2016,2.109
Total,"46127 Font d'en Carròs, la",2025,4.020
Total,"46127 Font d'en Carròs, la",2024,3.938
Total,"46127 Font d'en Carròs, la",2023,3.858
Total,"46127 Font d'en Carròs, la",2022,3.857
Total,"46127 Font d'en Carròs, la",2021,3.793
Total,"46127 Font d'en Carròs, la",2020,3.778
Total,"46127 Font d'en Carròs, la",2019,3.794
Total,"46127 Font d'en Carròs, la",2018,3.790
Total,"46127 Font d'en Carròs, la",2017,3.743
Total,"46127 Font d'en Carròs, la",2016,3.764
Total,46124 Fontanars dels Alforins,2025,936
Total,46124 Fontanars dels Alforins,2024,947
Total,46124 Fontanars dels Alforins,2023,951
Total,46124 Fontanars dels Alforins,2022,953
Total,46124 Fontanars dels Alforins,2021,959
Total,46124 Fontanars dels Alforins,2020,959
Total,46124 Fontanars dels Alforins,2019,971
Total,46124 Fontanars dels Alforins,2018,979
Total,46124 Fontanars dels Alforins,2017,985
Total,46124 Fontanars dels Alforins,2016,973
Total,46125 Fortaleny,2025,1.024
Total,46125 Fortaleny,2024,1.005
Total,46125 Fortaleny,2023,1.004
Total,46125 Fortaleny,2022,1.026
Total,46125 Fortaleny,2021,1.011
Total,46125 Fortaleny,2020,1.020
Total,46125 Fortaleny,2019,1.026
Total,46125 Fortaleny,2018,1.030
Total,46125 Fortaleny,2017,1.033
Total,46125 Fortaleny,2016,1.021
Total,46129 Fuenterrobles,2025,678
Total,46129 Fuenterrobles,2024,695
Total,46129 Fuenterrobles,2023,688
Total,46129 Fuenterrobles,2022,690
Total,46129 Fuenterrobles,2021,694
Total,46129 Fuenterrobles,2020,694
Total,46129 Fuenterrobles,2019,682
Total,46129 Fuenterrobles,2018,682
Total,46129 Fuenterrobles,2017,709
Total,46129 Fuenterrobles,2016,690
Total,46131 Gandia,2025,83.135
Total,46131 Gandia,2024,80.095
Total,46131 Gandia,2023,78.108
Total,46131 Gandia,2022,75.911
Total,46131 Gandia,2021,75.970
Total,46131 Gandia,2020,75.798
Total,46131 Gandia,2019,74.562
Total,46131 Gandia,2018,73.829
Total,46131 Gandia,2017,74.121
Total,46131 Gandia,2016,74.814
Total,46902 Gátova,2025,452
Total,46902 Gátova,2024,429
Total,46902 Gátova,2023,410
Total,46902 Gátova,2022,412
Total,46902 Gátova,2021,419
Total,46902 Gátova,2020,405
Total,46902 Gátova,2019,378
Total,46902 Gátova,2018,392
Total,46902 Gátova,2017,398
Total,46902 Gátova,2016,366
Total,46130 Gavarda,2025,1.023
Total,46130 Gavarda,2024,1.036
Total,46130 Gavarda,2023,1.058
Total,46130 Gavarda,2022,1.053
Total,46130 Gavarda,2021,1.035
Total,46130 Gavarda,2020,1.042
Total,46130 Gavarda,2019,1.038
Total,46130 Gavarda,2018,1.058
Total,46130 Gavarda,2017,1.073
Total,46130 Gavarda,2016,1.089
Total,"46132 Genovés, el",2025,2.822
Total,"46132 Genovés, el",2024,2.823
Total,"46132 Genovés, el",2023,2.778
Total,"46132 Genovés, el",2022,2.780
Total,"46132 Genovés, el",2021,2.785
Total,"46132 Genovés, el",2020,2.778
Total,"46132 Genovés, el",2019,2.842
Total,"46132 Genovés, el",2018,2.828
Total,"46132 Genovés, el",2017,2.815
Total,"46132 Genovés, el",2016,2.809
Total,46133 Gestalgar,2025,587
Total,46133 Gestalgar,2024,560
Total,46133 Gestalgar,2023,569
Total,46133 Gestalgar,2022,547
Total,46133 Gestalgar,2021,541
Total,46133 Gestalgar,2020,548
Total,46133 Gestalgar,2019,556
Total,46133 Gestalgar,2018,554
Total,46133 Gestalgar,2017,596
Total,46133 Gestalgar,2016,634
Total,46134 Gilet,2025,4.011
Total,46134 Gilet,2024,3.887
Total,46134 Gilet,2023,3.818
Total,46134 Gilet,2022,3.601
Total,46134 Gilet,2021,3.501
Total,46134 Gilet,2020,3.404
Total,46134 Gilet,2019,3.324
Total,46134 Gilet,2018,3.276
Total,46134 Gilet,2017,3.308
Total,46134 Gilet,2016,3.304
Total,46135 Godella,2025,13.533
Total,46135 Godella,2024,13.437
Total,46135 Godella,2023,13.414
Total,46135 Godella,2022,13.050
Total,46135 Godella,2021,13.027
Total,46135 Godella,2020,13.131
Total,46135 Godella,2019,13.088
Total,46135 Godella,2018,13.058
